67,-79
-53,-75
67,66
-78,43
-53,-43
-34,-1
8,-95
-20,-54
-55,-10
32,73
77,44
52,-86
-70,-52
-94,74
-23,11
84,-40
26,76
47,-83
29,2
69,65
93,94
33,84
74,-68
-5,97
46,-12
17,-57
40,97
50,-48
-96,-52
-76,63
17,26
-53,79
69,86
62,-82
-36,70
91,-98
91,-45
48,-59
-59,-19
13,-67
-95,-20
-17,-23
-36,-96
-72,-40
-33,-53
-67,72
-17,74
84,58
35,-11
47,96
93,-59
91,-23
41,4
-37,70
61,52
22,84
26,22
-73,-49
76,-85
83,94
-28,-65
-74,-98
37,12
62,-36
80,53
-73,21
66,47
-49,-4
-45,-42
0,-33
-93,79
-35,53
29,3
-95,32
33,-84
78,10
88,-49
-54,-55
-38,53
13,-41
82,0
99,58
-64,-51
-75,-34
-39,-38
46,-91
-23,-71
-43,49
42,66
53,-23
-100,58
44,73
15,64
-84,-24
-41,-56
27,93
39,-15
29,-39
-15,-38
26,-9
-84,22
59,-16
-32,41
80,-35
-71,-5
-39,-56
-30,19
87,-78
-45,-7
33,-21
46,-26
-17,-95
63,24
45,88
-85,-62
36,63
-13,-23
57,70
17,-29
-12,-2
64,16
-99,77
-51,26
67,99
43,-90
-44,-82
58,-11
-87,38
-11,-39
-40,-28
36,75
-86,63
64,-85
-58,24
71,28
100,27
-68,2
16,-86
-38,50
36,34
-83,8
9,-37
56,-33
19,29
-28,90
32,-39
90,-76
-17,-19
-50,-42
78,-90
89,68
15,41
-47,71
-100,-6
-46,2
-12,64
-46,-46
-7,73
-95,31
87,98
77,-55
9,-17
28,-39
-69,85
-29,84
86,-10
61,84
77,-92
58,-26
33,51
93,-59
-90,-1
37,28
-32,-1
-90,52
48,-34
-98,-89
95,-37
25,19
24,-51
-24,-90
76,-90
-11,23
31,-8
88,-83
-50,-3
-40,73
-60,-37
-32,-19
75,85
-23,43
21,44
-57,12
-34,19
76,74
88,33
-78,95
15,-95
92,-34
-44,-40
15,-47
74,-46
-42,-58
-3,-37
65,-14
-83,68
43,-44
86,48
42,-88
-28,69
-17,38
-82,90
100,-60
-61,24
14,-57
-68,-35
-71,-42
82,33
-100,34
-41,-95
-22,73
-35,89
47,99
91,-25
-66,-73
-77,10
-12,-25
84,-30
98,-1
-41,93
10,-74
-16,49
33,81
-85,-68
37,-18
78,-20
61,-87
-41,69
-31,-89
53,-78
87,8
-95,-44
-69,92
-81,21
47,59
42,-72
-37,24
-79,-38
48,85
-6,-45
14,-32
-27,80
-3,15
-92,-71
-8,-20
-34,71
88,-43
71,-12
79,-62
-66,82
-19,-44
38,-41
-32,-94
-91,-65
17,6
14,-10
-81,-95
35,-13
-21,-65
95,-10
-82,37
-24,-91
37,22
40,8
-77,2
-2,73
55,-30
65,-16
-62,-25
89,100
-89,95
-86,-82
39,63
19,-12
-76,84
62,-45
-21,-38
14,15
-46,81
-100,85
-38,-80
-50,31
-53,21
90,22
12,-30
-31,75
-3,73
-68,26
91,49
53,41
71,96
28,-75
18,-33
-27,57
-22,74
10,-100
-78,76
0,65
51,78
-22,65
-59,-14
32,-15
88,81
-43,-23
8,14
29,26
-26,66
76,-3
95,17
-85,-1
-29,-36
-1,-81
-57,-16
-65,-1
80,-44
38,-96
100,59
-78,35
93,-76
-53,50
-56,53
15,90
-100,-80
-42,62
91,16
67,95
-96,-19
-39,17
-5,-78
94,-77
64,99
62,-76
70,-36
53,-69
47,40
-70,93
61,8
44,91
44,43
-99,4
-97,20
34,-97
84,-22
57,36
46,100
1,49
-42,13
-88,-87
68,29
7,70
-93,-92
11,-38
-44,57
-87,-24
-82,50
-4,94
58,19
-24,62
-88,65
-79,30
-99,66
-67,70
32,37
-99,46
-78,-89
-62,-55
-45,60
-48,-90
36,-73
-7,-12
-51,0
-1,11
84,-43
42,-88
-66,-12
67,48
-27,-77
-44,-35
68,-45
33,79
79,27
-29,-54
-23,70
-1,-31
-74,93
19,53
85,4
-64,18
-56,-95
-75,88
-4,-57
50,-74
-99,-86
81,18
-23,-3
-32,-21
-2,-74
-6,-57
83,-55
45,-15
71,-31
-95,5
-13,11
-90,-29
11,94
-90,-83
70,-32
-87,98
-60,24
-92,12
-13,33
38,-90
-27,-92
62,-86
-93,-50
70,-22
-71,-95
-73,-33
47,22
84,-80
80,91
37,15
43,-60
-28,-16
-39,-19
-6,6
35,-16
37,8
99,18
8,-72
-4,-12
-87,-27
-4,15
-74,-53
-33,70
96,-85
-38,12
-82,99
-69,-9
-7,5
57,62
71,-35
-10,14
46,23
-96,26
29,-54
20,-4
90,-14
-36,-64
-87,66
-31,36
47,-3
85,-93
-69,-26
51,77
32,-22
-63,81
33,-54
35,-86
-7,86
-76,76
87,18
-35,-24
-21,30
-42,56
76,-90
-8,49
-93,-7
-98,-14
28,-54
60,20
-6,-97
-65,2
-51,-98
72,-56
92,-67
-81,26
-87,98
-58,-42
31,-91
-89,-86
-31,-8
-98,78
-84,-68
85,-17
-75,4
-84,65
72,-10
-3,-74
56,68
-87,-11
11,88
71,-95
16,24
-37,15
-44,11
-13,-16
-98,97
78,-62
-5,39
-86,-7
-89,40
-98,-74
-90,26
93,-92
-47,-11
-99,-12
95,64
-25,65
70,-71
-23,73
-51,-66
-44,88
-31,-98
5,86
-93,-76
-96,39
44,34
25,-66
33,-2
4,-64
16,95
93,-83
-38,-24
45,8
-96,48
49,90
57,66
20,-18
31,-3
-86,17
-89,1
-27,-98
-50,72
1,80
26,92
-65,-58
-10,-97
64,0
94,-73
-88,-12
-66,-99
-45,85
13,-17
-12,-11
-94,42
-66,79
-81,67
70,-93
14,-89
71,-1
-51,83
-89,15
-17,42
-91,-93
36,15
36,-13
-63,-93
-5,-97
0,57
97,-54
-4,12
-80,64
-86,-80
-48,-98
3,19
1,-44
-67,-60
-21,-27
73,17
42,-57
12,-63
85,-52
57,-28
-10,46
89,48
-3,56
60,-40
42,1
-49,-54
4,-94
47,-43
55,79
-32,29
-9,-18
-94,41
-7,63
-96,-20
-51,-56
12,-95
70,48
-1,-73
-45,58
33,40
-5,-29
-47,-69
21,61
47,-25
41,-79
-78,98
32,-39
-93,2
11,69
70,21
-57,-3
90,10
99,98
-62,40
66,32
16,-99
-14,84
-97,58
29,68
73,20
68,94
-73,-95
-3,-47
55,-93
72,-5
-59,-67
-12,75
-66,64
42,17
-28,-61
35,9
81,80
-51,-91
77,89
63,-39
-41,-76
-35,46
-18,-10
10,-35
-96,34
56,-70
6,-14
31,85
-29,-33
3,85
33,-40
-17,-46
61,12
-76,52
-8,-11
-22,-83
-91,23
95,65
-37,94
2,-60
-24,-34
-23,9
28,41
46,84
-7,90
-20,11
-69,47
64,-13
-37,29
87,-33
42,-80
46,69
-99,-49
-74,94
5,-51
-75,-43
-31,-19
-41,-2
44,-51
8,70
-47,-97
-86,-50
-65,-84
40,-37
-30,-54
-91,-51
-97,38
-36,84
77,17
41,-86
-80,83
-46,55
-60,50
45,-84
-56,-32
-76,-25
-17,-17
52,-87
-8,97
90,84
21,88
11,-73
-96,78
45,-32
-52,37
-45,-53
-18,5
89,-1
-86,25
-2,20
-91,-66
