45,43,66
95,12,96
91,22,86
77,93,26
96,71,32
53,58,53
63,10,62
60,88,83
68,49,57
45,83,29
11,43,38
82,13,97
51,64,76
41,43,69
45,83,29
44,56,99
68,88,34
58,27,16
17,85,82
14,94,17
88,89,56
83,16,18
41,80,44
78,13,36
60,90,58
24,88,12
84,92,84
96,36,57
63,99,14
68,83,53
83,16,18
56,97,32
16,66,12
88,20,77
90,93,19
32,15,47
16,66,12
20,33,59
16,66,12
57,32,92
82,45,32
34,28,32
52,56,28
29,20,32
85,90,76
21,47,19
47,67,52
16,66,12
44,36,96
71,59,64
45,43,66
50,87,97
83,16,18
69,28,33
60,69,21
85,90,76
63,99,14
20,93,56
77,93,26
29,20,32
74,17,14
99,93,87
95,53,68
76,54,80
90,64,59
82,45,32
57,32,92
22,14,26
70,79,59
95,53,68
99,33,94
51,65,50
93,45,36
87,92,18
84,72,75
82,45,32
49,95,51
78,13,36
23,44,96
24,21,26
85,13,81
18,57,41
96,53,74
93,45,36
34,78,37
50,49,33
69,28,33
69,28,33
28,55,31
24,88,12
72,48,59
45,83,29
68,88,34
68,78,21
70,22,76
91,22,86
71,59,64
24,34,70
96,53,74
14,79,56
97,80,89
32,95,59
28,97,11
25,91,50
68,38,37
12,17,91
72,91,44
11,44,77
29,20,32
68,88,34
69,28,33
45,48,58
22,75,39
58,26,35
35,52,62
93,54,70
61,66,94
50,26,29
24,88,12
30,49,95
91,60,27
25,48,10
50,64,86
94,18,99
58,13,15
49,29,93
84,92,84
84,54,50
95,12,96
59,54,34
11,13,98
85,14,19
25,91,50
91,22,86
78,13,36
44,48,88
21,78,60
75,64,47
61,66,94
25,33,13
97,82,19
25,91,50
68,49,57
41,43,69
18,17,75
91,76,16
12,74,56
47,99,25
58,57,69
59,54,34
24,88,12
91,22,86
42,57,33
89,71,82
30,49,95
12,41,12
32,95,59
14,70,97
32,95,59
97,80,89
63,99,14
85,38,23
91,60,27
69,37,41
11,43,38
17,75,73
24,34,70
82,13,97
24,21,26
17,32,47
15,23,89
30,49,95
65,47,87
94,48,55
25,91,50
60,67,88
88,89,56
72,48,59
52,71,22
19,78,72
40,47,40
83,31,95
96,53,74
13,63,55
93,45,36
88,20,77
41,80,44
44,56,99
90,32,99
91,60,27
58,57,69
35,23,13
53,49,80
51,64,76
91,60,27
11,88,50
33,10,23
37,65,88
69,37,41
52,71,22
61,66,94
18,17,75
91,22,86
18,17,75
64,41,44
47,55,49
78,97,67
78,13,36
21,45,35
87,92,18
44,36,96
97,80,89
11,88,50
90,32,99
78,98,36
13,31,30
69,28,33
71,59,64
94,48,55
55,20,36
67,96,46
49,94,56
63,10,62
22,75,39
83,16,18
63,99,14
49,95,51
45,83,29
75,72,91
15,23,89
53,17,95
45,57,11
25,91,50
32,15,47
26,61,16
52,48,81
10,85,33
14,58,85
34,62,29
20,33,59
25,91,50
32,95,59
97,80,89
40,47,40
92,29,87
84,72,75
17,32,47
69,28,33
16,19,39
91,22,86
83,16,18
20,33,59
29,35,63
14,67,28
89,71,82
23,11,22
69,96,42
45,83,29
23,11,22
22,75,39
98,10,91
90,64,59
75,27,25
25,33,13
83,95,91
75,22,46
11,50,45
32,95,59
63,10,62
70,14,90
94,48,55
49,95,51
93,45,36
94,48,55
91,22,86
34,91,55
12,52,40
36,81,84
70,22,76
26,61,16
18,57,41
18,54,92
49,95,51
75,64,47
44,48,88
70,22,76
34,91,55
12,17,91
50,64,86
91,40,80
68,49,57
63,69,64
91,60,27
33,10,23
82,82,29
22,14,26
69,78,13
54,40,84
52,56,28
51,32,27
28,47,59
78,13,36
17,75,73
95,21,66
13,63,55
14,79,56
48,43,16
83,31,95
70,79,59
18,54,92
47,67,52
24,84,77
17,75,73
21,55,99
86,60,83
44,33,68
90,64,59
72,91,44
90,32,99
12,17,91
94,48,55
90,92,29
93,45,36
78,13,36
14,67,28
58,13,15
72,48,59
49,95,51
11,13,98
82,38,59
53,58,53
92,29,87
32,95,59
64,41,44
23,44,96
34,62,29
52,71,22
74,17,14
69,18,13
21,78,60
76,46,92
24,84,77
90,64,59
56,62,83
74,17,14
57,38,86
93,45,36
93,45,36
78,13,36
14,79,56
21,55,99
41,80,44
40,11,90
69,78,13
69,28,33
14,79,56
53,70,14
65,47,87
17,85,82
72,91,44
92,29,87
33,10,23
76,65,27
65,47,87
95,53,68
97,80,89
25,33,13
91,60,27
33,10,23
90,83,33
29,20,32
95,12,96
95,12,96
32,44,80
91,40,80
77,93,26
17,85,82
45,83,29
75,27,25
32,95,59
52,35,30
60,88,83
60,69,21
79,25,24
95,53,68
21,45,35
60,88,83
96,36,57
49,95,51
94,48,55
11,50,45
60,87,85
75,64,47
78,13,36
44,56,99
90,32,99
71,59,64
17,32,47
52,48,81
32,95,59
35,52,62
52,48,81
25,91,50
49,94,56
75,25,28
71,74,39
52,35,30
17,85,82
60,88,83
47,67,52
99,33,94
93,45,36
32,44,80
97,80,89
68,49,57
71,55,53
45,57,11
78,13,36
41,43,69
25,33,13
90,83,33
18,57,41
34,62,29
10,85,33
25,91,50
26,61,16
85,38,23
52,35,30
34,78,37
40,47,40
34,91,55
28,92,44
18,54,92
45,43,66
78,13,36
19,78,72
90,64,59
78,13,36
16,66,12
45,57,11
28,74,61
15,49,29
21,55,99
83,95,91
21,45,35
97,80,89
25,33,13
50,87,97
33,10,23
68,78,21
92,29,87
74,30,12
24,21,26
96,36,57
68,78,21
50,26,29
70,79,59
69,28,33
35,23,13
78,13,36
25,91,50
52,35,30
40,11,90
71,74,39
96,53,74
83,95,91
91,60,27
10,85,33
91,60,27
78,13,36
88,60,24
85,14,19
17,85,82
48,90,86
53,17,95
75,84,78
57,38,86
25,91,50
49,95,51
69,18,13
88,98,49
19,78,72
18,17,75
32,95,59
95,53,68
11,43,38
32,95,59
25,91,50
75,22,46
72,91,44
47,69,92
41,43,69
14,67,28
98,99,52
42,68,41
74,30,12
68,47,99
17,85,82
64,41,44
84,72,75
71,23,60
75,72,91
58,23,70
45,57,11
69,78,13
17,85,82
49,95,51
30,49,95
83,31,95
28,47,59
60,69,21
69,37,41
91,60,27
52,71,22
83,16,18
11,43,38
85,69,26
40,11,90
25,91,50
14,70,97
34,28,32
69,18,13
26,61,16
49,37,75
77,11,26
34,50,12
90,32,99
35,52,62
47,55,49
53,70,14
57,38,86
16,66,12
32,95,59
91,60,27
25,91,84
20,93,56
47,55,49
69,96,42
41,54,57
72,48,59
61,66,94
24,84,77
24,84,77
32,95,59
25,51,39
78,13,36
49,29,93
25,91,50
91,60,27
49,29,93
91,76,16
75,27,25
50,64,86
82,13,97
78,50,13
45,43,66
69,82,25
59,54,60
26,61,16
21,78,60
62,66,76
56,62,83
16,32,66
63,99,14
25,91,50
17,85,82
89,71,82
38,12,69
21,47,19
60,67,88
78,50,13
94,48,55
25,91,50
45,43,66
96,36,57
78,97,67
31,53,75
58,13,15
34,79,81
64,41,44
26,61,16
84,92,84
58,84,99
85,14,19
32,95,59
11,50,45
99,33,94
90,83,33
34,50,12
91,40,80
68,47,99
91,40,80
86,60,83
75,27,25
50,26,29
95,53,68
34,28,32
97,80,89
32,95,59
34,50,12
48,43,16
91,76,16
63,69,64
57,38,86
85,38,23
32,95,59
37,13,95
24,34,70
82,13,97
23,11,22
14,79,56
47,67,52
16,66,12
78,13,36
68,38,37
68,88,34
76,54,80
95,53,68
17,85,82
20,33,59
32,95,59
17,85,82
69,28,33
97,80,89
60,88,83
34,91,55
91,76,16
62,29,44
28,97,11
74,30,12
20,33,59
23,11,22
28,47,59
95,53,68
12,74,56
17,85,82
82,13,97
34,91,55
78,97,67
68,83,53
64,41,44
17,32,47
12,17,91
18,57,41
82,13,97
74,30,12
51,32,27
54,40,84
91,60,27
58,57,69
99,33,94
17,85,82
22,75,39
52,35,30
82,38,59
69,37,41
21,78,60
22,75,39
57,38,86
90,62,35
34,91,55
57,38,86
34,91,55
63,69,64
90,32,99
21,55,99
24,84,77
60,69,21
60,76,51
44,56,99
60,90,58
24,84,77
98,10,91
34,55,87
87,88,95
83,95,91
10,85,33
68,49,57
44,33,68
92,98,12
75,22,46
58,57,69
50,87,97
71,14,75
90,83,33
26,61,16
57,32,92
57,32,92
83,16,18
34,28,32
58,84,99
57,38,86
70,22,76
69,96,42
49,37,75
24,88,12
85,14,19
28,53,26
33,10,23
91,22,86
53,58,53
30,49,95
68,83,53
77,93,26
18,54,92
60,76,51
45,83,29
37,92,38
94,18,99
17,85,82
78,13,36
65,47,87
91,60,27
91,76,16
69,28,33
91,22,86
76,46,92
82,13,97
53,58,53
18,54,92
17,32,47
32,44,80
78,13,36
52,35,30
90,83,33
88,98,49
94,48,55
70,19,23
17,85,82
52,71,22
78,13,36
17,32,47
25,91,50
34,62,29
53,17,95
60,88,83
24,55,18
59,54,34
51,64,76
85,69,26
45,57,11
26,35,62
29,35,63
51,98,78
89,70,52
25,33,13
32,95,59
60,90,58
82,13,97
24,84,77
31,67,15
90,83,33
34,62,29
91,60,27
79,25,24
26,17,59
24,84,77
32,95,59
51,64,76
99,33,94
94,48,55
20,33,59
78,50,13
72,48,59
50,49,33
23,11,22
70,96,35
35,77,70
98,10,91
90,92,29
37,30,16
97,80,89
52,71,22
17,32,47
91,22,86
14,39,24
59,54,34
13,63,55
70,22,76
58,23,70
58,26,35
16,66,12
58,27,16
18,17,75
44,48,88
25,91,50
48,90,86
85,14,19
61,66,94
85,38,23
60,76,51
57,38,86
57,32,92
78,13,36
16,66,12
69,37,41
11,88,50
90,83,33
37,96,46
68,49,57
56,62,83
14,67,28
16,32,66
34,91,55
25,91,84
40,11,90
71,23,60
93,45,36
59,54,34
63,69,64
45,43,66
78,50,13
24,84,77
69,82,25
68,38,37
84,72,75
74,30,12
49,37,75
60,90,58
78,97,67
47,55,49
49,94,56
76,65,27
32,95,59
38,12,69
63,69,64
60,69,21
14,67,28
85,38,23
63,99,14
74,66,64
97,82,19
47,55,49
49,37,75
11,43,38
60,88,83
33,10,23
29,20,32
47,67,52
47,69,92
33,10,23
60,87,85
24,88,12
45,43,66
48,43,16
17,32,47
24,88,12
94,84,80
31,53,75
47,55,49
95,53,68
88,60,24
13,18,20
72,48,59
26,61,16
95,53,68
32,24,43
32,24,43
76,54,80
74,66,64
38,12,69
97,80,89
91,60,27
57,38,86
74,30,12
76,54,80
32,95,59
58,27,16
24,84,77
60,87,85
13,18,20
91,60,27
66,98,62
94,48,55
32,95,59
56,97,32
28,74,61
21,55,99
17,32,47
92,29,87
34,79,81
45,57,11
17,75,73
68,83,91
24,84,77
56,37,62
88,60,24
83,95,91
60,69,21
12,41,66
58,84,99
90,32,99
88,60,24
75,84,78
76,54,80
58,27,16
25,91,84
18,17,75
68,38,37
26,61,16
50,49,33
68,27,63
10,85,33
76,54,80
32,95,59
35,52,62
12,41,12
42,68,41
78,50,13
12,74,56
75,25,28
18,54,92
75,64,47
90,92,29
70,14,90
29,35,63
91,60,27
41,80,44
35,23,13
91,60,27
78,13,36
76,46,92
93,45,36
32,95,59
94,48,55
29,20,32
53,17,95
48,43,16
67,96,46
50,26,29
21,47,19
63,69,64
50,26,29
28,92,44
71,55,53
34,91,55
57,38,86
57,38,86
52,56,28
47,67,52
92,98,12
75,64,47
23,11,22
45,48,58
77,93,26
37,30,16
25,51,39
76,46,92
71,23,60
37,48,16
57,38,86
84,72,75
48,43,16
42,57,33
33,10,23
28,47,59
90,32,99
12,41,66
86,17,23
90,64,59
11,43,38
84,59,77
90,92,29
11,43,38
29,35,63
20,33,59
51,65,50
24,55,18
52,68,27
90,92,29
91,22,86
95,53,68
10,85,33
59,11,26
68,47,99
17,75,73
32,15,47
97,80,89
34,91,55
18,17,75
94,35,65
45,43,66
63,10,62
32,95,59
41,43,69
84,59,77
37,13,95
34,78,37
83,31,95
91,60,27
78,13,36
12,41,66
75,72,91
69,18,13
18,54,92
71,59,64
91,60,27
78,13,36
32,95,59
70,96,35
34,50,12
52,56,28
69,37,41
90,92,29
68,38,37
95,53,68
24,84,77
50,30,82
62,66,76
18,17,75
14,70,97
91,60,27
45,43,66
91,60,27
32,95,59
11,43,38
47,69,92
53,58,53
62,66,76
51,32,27
94,48,55
32,95,59
59,11,26
82,82,29
39,82,77
50,87,97
97,80,89
21,45,35
85,14,19
47,67,52
58,26,35
94,48,55
94,48,55
76,65,27
28,55,31
47,55,49
33,10,23
91,60,27
51,64,76
77,93,26
70,14,90
22,75,39
41,54,57
71,74,39
90,64,59
53,70,14
44,56,99
14,39,24
91,60,27
35,52,62
37,65,88
69,96,42
55,20,36
78,13,36
83,95,91
97,80,89
78,13,36
85,13,81
94,84,80
13,63,55
98,99,52
76,65,27
60,87,85
21,45,35
16,32,66
47,99,25
91,22,86
60,69,21
69,96,42
47,55,49
53,58,53
17,85,82
37,65,88
45,48,58
68,78,21
78,13,36
25,91,50
63,69,64
28,55,31
17,32,47
99,13,66
34,62,29
32,95,59
91,60,27
69,96,42
16,66,12
95,53,68
70,79,59
49,95,51
78,13,36
12,17,91
37,48,16
20,33,59
91,22,86
91,60,27
94,35,65
13,63,55
25,91,50
91,40,80
64,41,44
76,46,92
52,35,30
68,49,57
90,83,33
18,17,75
34,55,87
11,35,29
17,85,82
60,69,21
94,48,55
68,38,37
11,88,50
32,15,47
85,38,23
20,33,59
52,35,30
20,93,56
93,45,36
18,17,75
25,33,13
44,56,99
53,58,53
97,80,89
91,60,27
78,97,67
24,84,77
60,69,21
20,33,59
25,33,13
32,24,43
10,85,33
87,92,18
55,20,36
74,66,64
78,13,36
41,80,44
78,13,36
50,66,52
91,60,27
12,17,91
10,85,33
68,83,53
24,88,12
83,95,91
90,83,33
74,30,12
85,38,23
17,32,47
91,60,27
17,75,73
18,17,75
78,13,36
10,85,33
34,62,29
20,33,59
82,57,68
70,85,18
72,91,44
52,48,81
76,54,80
52,35,30
13,63,55
86,17,23
39,82,77
28,74,61
94,48,55
86,60,83
34,91,55
18,17,75
30,49,95
68,49,57
11,88,50
25,91,50
44,33,68
69,96,42
91,60,27
17,85,82
28,47,59
91,60,27
11,88,50
17,85,82
12,74,56
68,88,34
90,83,33
78,13,36
50,64,86
90,92,29
11,43,38
26,17,59
24,55,18
18,17,75
76,54,80
17,85,82
49,37,75
28,55,31
82,13,97
49,37,75
35,23,13
16,19,39
91,22,86
50,64,86
47,55,49
69,78,13
22,75,39
69,82,25
51,64,76
49,95,51
85,69,26
98,99,52
21,81,12
90,93,19
59,54,34
28,47,59
59,54,34
25,33,13
51,32,27
72,48,59
23,11,22
85,38,23
59,54,34
57,38,86
71,55,53
24,84,77
95,53,68
52,35,30
23,11,22
17,75,73
25,91,50
29,35,63
47,99,25
49,95,51
22,14,26
58,27,16
70,96,35
94,48,55
32,95,59
25,33,13
11,43,38
16,66,12
25,51,39
51,98,78
44,36,96
52,35,30
29,20,32
88,20,28
44,56,89
74,17,14
71,59,64
32,95,59
78,13,36
99,13,66
61,66,94
44,33,68
92,85,80
69,96,42
75,22,46
91,60,27
51,32,27
50,49,33
68,38,37
44,45,40
21,45,35
42,57,33
57,38,86
90,32,99
35,23,13
48,43,16
55,20,36
94,48,55
51,32,27
53,58,53
90,32,99
25,91,50
83,16,18
29,35,63
91,22,86
94,35,65
94,48,55
47,99,25
34,91,55
78,13,36
17,75,73
17,32,47
74,17,14
79,25,24
18,54,92
17,85,82
61,66,94
91,60,27
91,60,27
68,38,37
90,32,99
90,93,19
65,47,87
99,13,66
92,85,80
47,55,49
41,80,44
56,62,83
34,91,55
85,14,19
52,48,81
94,35,65
76,65,27
69,28,33
62,66,76
34,55,87
10,85,33
90,83,33
61,84,65
91,40,80
51,65,50
74,30,12
25,48,10
33,10,23
99,33,94
78,13,36
94,18,99
49,37,75
63,10,62
70,96,35
50,66,52
17,32,47
42,57,33
92,98,12
34,62,29
70,22,76
19,78,72
85,38,23
18,54,92
71,23,60
10,68,84
69,28,33
44,36,96
37,48,16
85,38,23
75,84,78
84,72,75
97,80,89
52,56,28
17,32,47
78,13,36
13,18,20
11,50,45
33,10,23
82,13,97
70,97,93
60,69,21
91,60,27
82,13,97
91,60,27
50,64,86
21,78,60
74,66,64
82,13,97
35,52,62
92,85,80
71,55,53
82,13,97
17,85,82
35,52,62
69,78,13
35,52,62
17,85,82
20,93,56
59,54,34
49,29,93
70,19,23
75,27,25
61,66,94
26,61,16
58,13,15
94,48,55
56,62,83
68,49,57
78,13,36
28,97,11
72,48,59
51,64,76
69,96,42
61,66,94
97,80,89
75,22,46
85,90,76
94,48,55
24,88,12
88,60,24
41,80,44
69,82,25
12,52,40
10,68,84
67,96,46
97,80,89
42,57,33
34,55,56
56,37,62
42,57,33
90,32,99
17,32,47
60,87,85
76,65,27
84,92,84
16,19,39
68,49,57
15,23,89
72,91,44
56,62,83
17,75,73
49,94,56
70,22,76
99,33,94
48,43,16
55,29,85
34,62,29
91,22,86
50,26,29
39,82,77
75,25,28
90,32,99
18,54,92
92,29,87
28,92,44
21,55,99
93,45,36
71,74,39
94,48,55
21,78,60
91,22,86
42,57,33
35,52,62
77,11,26
68,38,37
19,78,72
94,48,55
26,17,59
21,55,99
69,82,25
78,50,13
94,35,65
83,31,95
16,66,12
32,95,59
41,80,44
90,92,29
57,38,86
83,16,18
32,44,23
69,28,33
35,52,62
83,16,18
91,60,27
78,14,91
18,17,75
60,90,58
19,78,72
58,27,16
49,94,56
84,92,84
44,56,99
25,91,50
35,52,62
78,13,36
94,48,55
95,53,68
71,55,53
39,82,77
11,88,50
41,54,57
94,48,55
21,10,28
93,45,36
92,29,87
33,10,23
91,60,27
59,54,60
60,76,51
44,56,99
93,45,36
29,35,63
90,92,29
69,28,33
75,64,47
84,72,75
17,85,82
57,38,86
34,91,55
99,93,87
41,43,69
88,60,24
61,66,94
98,99,52
12,41,12
69,28,33
44,56,89
57,38,86
17,85,82
52,35,30
21,81,12
14,94,17
28,55,31
93,45,36
78,13,36
32,44,80
50,87,97
90,93,19
49,94,56
58,27,16
34,62,29
53,70,14
41,43,69
25,91,50
97,80,89
84,72,75
37,48,16
28,74,61
18,54,92
17,85,82
85,14,19
52,35,30
57,38,86
17,32,47
32,95,59
12,17,91
32,95,59
92,85,80
46,56,85
35,52,62
65,47,87
41,54,57
24,21,26
17,32,47
52,68,27
52,71,22
50,64,86
16,66,12
39,82,77
25,51,39
17,32,47
84,72,75
69,28,33
60,87,85
44,36,96
69,28,33
57,38,86
78,97,67
50,26,29
78,13,36
24,84,77
99,93,87
69,18,13
63,10,62
23,44,96
29,35,63
91,60,27
91,60,27
13,18,20
47,55,49
49,94,56
44,33,68
26,35,62
92,29,87
57,32,92
76,65,27
77,11,26
91,22,86
61,66,94
18,17,75
85,90,76
52,35,30
85,90,76
15,23,89
41,80,44
32,95,59
79,25,24
72,48,59
28,47,59
78,13,36
10,68,84
53,70,14
94,35,65
72,91,44
12,74,56
28,92,44
92,29,87
91,90,44
29,35,63
85,38,23
78,13,36
45,57,11
25,91,50
11,43,38
14,67,28
51,64,76
57,38,86
10,85,33
58,27,16
32,24,43
24,84,77
69,96,42
94,48,55
25,48,10
23,44,96
70,79,59
95,53,68
31,53,75
91,60,27
28,74,61
75,27,25
24,84,77
17,32,47
21,81,12
48,43,16
99,93,87
12,17,91
60,69,21
39,82,77
42,68,41
35,52,62
24,84,77
44,56,99
98,99,52
99,13,66
45,57,11
60,87,85
68,83,53
37,30,16
90,83,33
18,54,92
83,50,65
60,87,85
94,18,99
20,93,56
93,45,36
53,17,95
60,67,88
97,82,19
16,66,12
17,85,82
21,81,12
72,48,59
25,48,10
84,72,75
23,11,22
35,52,62
70,79,59
94,48,55
38,12,69
15,49,29
16,66,12
64,41,44
47,55,49
60,69,21
34,62,29
16,66,12
77,45,86
34,91,55
66,98,62
17,75,73
78,97,67
99,78,50
60,69,21
35,52,62
31,53,75
88,89,56
41,80,44
32,95,59
87,88,95
28,53,26
23,44,96
84,72,75
35,23,13
37,13,95
95,12,96
98,10,91
67,96,46
31,53,75
48,43,16
17,85,82
72,91,44
69,18,13
91,60,27
61,66,94
85,13,81
18,54,92
20,33,59
28,53,26
94,48,55
71,55,53
37,13,95
11,35,29
10,68,84
76,54,80
90,64,59
76,54,80
18,57,41
57,32,92
10,85,33
53,17,95
91,22,86
75,22,46
34,91,55
46,56,85
58,27,16
28,53,26
44,33,68
17,85,82
91,76,16
37,92,38
77,93,26
60,69,21
69,78,13
91,40,80
34,91,55
96,36,57
32,15,47
76,54,80
69,78,13
63,10,62
60,88,83
37,96,46
50,87,97
77,45,86
50,64,86
37,30,16
34,55,87
32,44,80
11,44,77
50,49,33
85,14,19
91,60,27
34,50,12
99,33,94
34,50,12
50,26,29
85,14,19
20,93,56
78,50,13
62,66,76
18,17,75
59,54,34
58,13,15
26,35,62
69,28,33
71,55,53
85,14,19
34,62,29
61,66,94
78,13,36
78,13,36
37,92,38
34,55,87
58,23,70
78,97,67
71,23,60
51,32,27
45,57,11
28,97,11
90,83,33
91,60,27
38,12,69
33,10,23
49,95,51
24,88,12
88,20,28
37,30,16
24,88,12
10,85,33
82,45,32
60,90,58
34,55,56
97,80,89
13,31,30
91,60,27
60,88,83
91,60,27
78,13,36
24,55,18
84,72,75
21,47,19
75,84,78
82,13,97
37,30,16
24,21,26
91,40,80
21,47,19
72,48,59
91,60,27
52,56,28
11,43,38
34,78,37
35,77,70
99,93,87
29,35,63
23,44,96
24,21,26
59,54,34
35,52,62
47,67,52
91,60,27
16,32,66
67,96,46
46,56,85
26,35,62
21,81,12
37,48,16
82,13,97
53,58,53
68,49,57
50,64,86
69,28,33
60,90,58
56,45,24
91,22,86
93,54,70
69,28,33
55,20,36
75,27,25
52,56,28
97,80,89
42,57,33
45,83,29
50,26,29
91,22,86
37,65,88
52,35,30
93,45,36
68,88,34
44,36,96
61,66,94
40,11,90
35,52,62
42,57,33
28,97,11
25,91,50
91,22,86
72,48,59
53,58,53
29,35,63
57,32,92
70,96,35
69,82,25
32,15,47
29,35,63
75,25,28
32,44,80
49,95,51
25,91,50
18,54,92
52,48,81
14,79,56
35,23,13
91,60,27
25,33,13
84,72,75
45,57,11
97,80,89
12,74,56
60,69,21
85,14,19
94,18,99
72,91,44
93,45,36
86,60,83
29,35,63
26,35,62
50,26,29
45,83,29
17,32,47
82,45,32
25,51,39
60,90,58
54,40,84
69,37,41
18,54,92
65,47,87
41,54,57
11,88,50
69,37,41
90,32,99
76,46,92
10,85,33
79,25,24
91,40,80
21,47,19
75,27,25
12,23,62
92,85,80
44,56,99
24,84,77
21,10,28
19,78,72
44,36,96
12,74,56
23,11,22
24,84,77
58,23,70
37,48,16
24,84,77
37,65,88
50,66,52
12,41,66
93,45,36
95,21,66
34,50,12
63,99,14
44,36,96
44,56,99
45,43,66
22,14,26
20,33,59
17,75,73
17,85,82
82,82,29
32,95,59
37,96,46
17,85,82
99,93,87
45,43,66
50,87,97
60,69,21
50,66,52
90,83,33
90,93,19
59,54,34
34,62,29
95,12,96
84,72,75
35,52,62
94,18,99
12,41,66
37,92,38
85,38,23
50,66,52
39,84,68
68,83,91
94,48,55
15,49,29
20,93,56
18,57,41
78,13,36
69,18,13
58,26,35
20,93,56
35,23,13
24,21,26
68,49,57
96,36,57
94,48,55
60,88,83
29,20,32
60,87,85
90,62,35
25,91,50
46,56,85
65,47,87
61,66,94
17,85,82
50,64,86
12,52,40
51,64,76
98,99,52
38,12,69
85,38,23
29,35,63
34,78,37
19,78,72
98,99,52
25,33,13
49,29,93
25,33,13
78,97,67
83,50,65
83,31,95
92,29,87
52,48,81
90,83,33
28,74,61
18,17,75
17,85,82
35,23,13
34,91,55
60,90,58
59,54,34
20,33,59
91,60,27
91,90,44
14,94,17
79,25,24
57,32,92
91,60,27
25,91,50
91,60,27
21,78,60
63,69,64
20,33,59
11,88,50
91,22,86
49,95,51
90,83,33
18,17,75
17,75,73
71,23,60
28,53,26
15,23,89
44,36,96
94,48,55
76,54,80
37,30,16
25,91,50
68,38,37
97,80,89
56,97,32
